Feature	Gain	Cover	Frequency
cinversion1	0.000770660087280198	0.00704827944457982	0.000924214417744917
ccajas_trx	0.000760306721172959	0.00301253682996952	0.00112959539946601
mtarjeta_master_consumo	0.000733041964127218	0.00147946735239754	0.00123228589032656
active_quarter	0.000726587828630968	0.000241554918592276	0.000821523926884371
Visa_msaldodolares	0.000721627858650803	0.00207627610736428	0.00174573834462929
mcheques_emitidos	0.00062010979910581	0.00236956475407291	0.000308071472581639
mtarjeta_visa_descuentos	0.00061505409868186	0.00644505552843757	0.00195111932635038
tmobile_app	0.000597321060093111	0.00702560525368606	0.00102690490860546
ctarjeta_master_trx	0.000514280304010601	0.00106288934556069	0.00112959539946601
Master_mpagado	0.000502435262675862	0.00809337926495978	0.00174573834462929
tpaquete7	0.000484355444729509	0.00599191955044021	0.000821523926884371
mttarjeta_master_debitos_automaticos	0.000438909341942045	0.00406699354306326	0.00123228589032656
ccajas_extracciones	0.000403602914750939	0.00340407036560222	0.000821523926884371
ctarjeta_visa	0.000377077508321023	0.0002951073523556	0.000410761963442185
internet	0.000374802806574441	0.00180741078922081	0.000718833436023824
cplazo_fijo	0.000370287833844035	0.00289308364677972	0.000513452454302732
Visa_madelantodolares	0.000345783777150722	0.000307127704705371	0.000718833436023824
Visa_madelantopesos	0.000314571972093843	0.000464132687278071	0.000308071472581639
Visa_delinquency	0.000308355795858336	0.000798302457914592	0.000616142945163278
ctarjeta_master_debitos_automaticos	0.000307777606221186	0.00249383800414129	0.000718833436023824
catm_trx_other	0.00029976900319019	0.000733475042968287	0.000410761963442185
Master_mpagosdolares	0.000265190998042979	0.000514316043367503	0.0013349763811871
mcaja_ahorro_adicional	0.000232564962132567	0.00134827705790134	0.000308071472581639
tpaquete1	0.000178216394814856	0.00396010731774553	0.000513452454302732
Master_madelantodolares	0.000150869239217232	6.47180938418423e-05	0.000205380981721093
minversion2	0.000148508881867068	0.00316808585419643	0.000410761963442185
ccheques_emitidos	0.000145960401431999	0.000792021463549106	0.000102690490860546
mforex_sell	0.000138044813885419	0.000760989177305072	0.000513452454302732
ccajeros_propios_descuentos	0.000118226170002575	0.00355260296257907	0.000821523926884371
ccheques_depositados	0.000102894994663981	0.00232976690290742	0.000308071472581639
cseguro_auto	8.41141501000113e-05	0.00232910600713953	0.000308071472581639
Master_mconsumosdolares	8.39872984337929e-05	0.000268507539983411	0.000718833436023824
matm_other	8.20141720958071e-05	0.000443177819209041	0.000410761963442185
Master_madelantopesos	5.43983200691768e-05	0.000225797772126329	0.000718833436023824
ctarjeta_visa_descuentos	5.35079081161236e-05	0.000706959705995002	0.000513452454302732
mcheques_depositados	4.64376069437174e-05	0.000745723975809207	0.000102690490860546
ccajas_depositos	2.31792788482746e-05	0.000742076626233047	0.000102690490860546
cseguro_vida	1.89743199849225e-05	6.37192964783434e-05	0.000102690490860546
Master_cadelantosefectivo	9.74534010920076e-06	1.85150197830701e-05	0.000102690490860546
mcajeros_propios_descuentos	1.4388602417487e-11	0.000266266457341929	0.000205380981721093
cforex	5.07904145153356e-13	9.85827905196798e-05	0.000205380981721093
